"parameter_id","group_id"
"IMPC_GEL_022_001",4
"IMPC_GEL_025_001",2
"IMPC_GEL_026_001",2
"IMPC_GEL_027_001",2
"IMPC_GEL_028_001",2
"IMPC_GEL_029_001",2
"IMPC_GEL_030_001",2
"IMPC_GEL_031_001",2
"IMPC_GEL_032_001",1
"IMPC_GEL_039_001",5
"IMPC_GEL_040_001",5
"IMPC_GEL_043_001",3
"IMPC_GEL_044_001",3
"IMPC_GEL_054_001",4
"IMPC_BLK_010_001",2
"IMPC_BLK_011_001",2
"IMPC_BLK_011_001",5
"IMPC_BLK_012_001",2
"IMPC_BLK_012_001",5
"IMPC_BLK_013_001",2
"IMPC_BLK_016_001",4
"IMPC_BLK_034_001",1
"IMPC_BLK_046_001",1
"IMPC_BLK_047_001",1
"IMPC_BLK_050_001",2
"IMPC_BLK_055_001",2
"IMPC_BLK_056_001",1
"IMPC_GEL_007_002",4
"IMPC_GEL_008_002",4
"IMPC_ACS_040_001",2
"IMPC_GEL_057_001",4
"IMPC_GEL_058_001",4
"IMPC_GEL_060_001",2
"IMPC_GEL_061_001",5
"IMPC_GEL_066_001",4
"IMPC_HIS_179_001",2
"IMPC_HIS_180_001",2
"IMPC_HIS_180_001",5
"IMPC_HIS_181_001",2
"IMPC_HIS_184_001",4
"IMPC_HIS_200_001",1
"IMPC_GEM_003_001",4
"IMPC_GEM_004_001",4
"IMPC_GEM_005_001",4
"IMPC_GEM_008_001",4
"IMPC_GEM_015_001",4
"IMPC_GEM_037_001",2
"IMPC_GEM_038_001",2
"IMPC_GEM_039_001",2
"IMPC_GEM_040_001",5
"IMPC_GEM_042_001",1
"IMPC_GEM_042_001",5
"IMPC_GEM_045_001",4
"IMPC_EVL_021_001",1
"IMPC_EYE_092_002",5
"IMPC_BWT_001_001",1
"IMPC_BWT_006_001",4
"IMPC_BWT_008_001",1
"IMPC_OFD_026_001",1
"IMPC_OFD_029_001",5
"IMPC_OFD_034_001",1
"IMPC_OFD_041_001",4
"IMPC_OFD_051_001",4
"IMPC_OFD_052_001",4
"IMPC_GEO_007_001",4
"IMPC_GEO_041_001",2
"IMPC_GEO_042_001",2
"IMPC_EVM_019_001",1
"IMPC_GEP_005_001",2
"IMPC_GEP_047_001",2
"IMPC_GEP_048_001",2
"IMPC_GEP_061_001",5
"IMPC_CSD_040_001",1
"IMPC_CSD_041_001",1
"IMPC_CSD_052_001",1
"IMPC_CSD_053_001",1
"IMPC_EOL_013_001",2
"IMPC_EOL_014_001",2
"IMPC_EOL_015_001",2
"IMPC_EOL_016_001",2
"IMPC_EOL_017_001",2
"IMPC_EOL_020_001",2
"IMPC_EOL_022_001",5
"IMPC_EOL_025_001",4
"IMPC_EOL_027_001",4
"IMPC_EOL_030_001",4
"IMPC_EOL_031_001",4
"IMPC_EOL_034_001",2
"IMPC_EOL_034_001",4
"IMPC_EOL_035_001",4
"IMPC_EOL_036_001",4
"IMPC_EOL_040_001",2
"IMPC_EOL_045_001",4
"IMPC_EOL_046_001",4
"IMPC_EML_018_001",2
"IMPC_EML_019_001",2
"IMPC_EML_020_001",2
"IMPC_EML_021_001",2
"IMPC_EML_022_001",2
"IMPC_EML_025_001",2
"IMPC_EML_027_001",5
"IMPC_EML_030_001",4
"IMPC_EML_032_001",4
"IMPC_EML_035_001",4
"IMPC_EML_036_001",4
"IMPC_EML_039_001",2
"IMPC_EML_039_001",4
"IMPC_EML_040_001",4
"IMPC_EML_041_001",4
"IMPC_EML_045_001",2
"IMPC_EML_050_001",4
"IMPC_EML_051_001",4
"IMPC_EVO_017_001",1
"IMPC_GEM_008_002",4
